NAME,ISO_TIME,LAT,LON,filename,year_sine,day_sine,moon_phase,vel_ir_x_1,vel_ir_y_1,vel_ir_x_2,vel_ir_y_2,vel_ir_x_3,vel_ir_y_3,vel_ir_x_4,vel_ir_y_4,vel_ir_x_5,vel_ir_y_5,vel_ir_x_6,vel_ir_y_6,vel_ir_x_7,vel_ir_y_7,vel_ir_x_8,vel_ir_y_8,vel_wv_x_1,vel_wv_y_1,vel_wv_x_2,vel_wv_y_2,vel_wv_x_3,vel_wv_y_3,vel_wv_x_4,vel_wv_y_4,vel_wv_x_5,vel_wv_y_5,vel_wv_x_6,vel_wv_y_6,vel_wv_x_7,vel_wv_y_7,vel_wv_x_8,vel_wv_y_8,bt_ir_1,bt_wv_1,bt_ir_2,bt_wv_2,bt_ir_3,bt_wv_3,bt_ir_4,bt_wv_4,bt_ir_5,bt_wv_5,bt_ir_6,bt_wv_6,bt_ir_7,bt_wv_7,bt_ir_8,bt_wv_8
GONU,01-06-2007 18:00,15.1,68.2,20070601180000,0.5160623910158528,-1.0,-0.1404637988814341,-1.3280589785785055,-2.672273338605196,-0.8422213367702296,-3.0566720044612885,1.3187357513543905,-2.4588100838101394,1.3705492526175174,-3.2945927104625903,1.6296907069787592,-3.1433003686618406,2.6544705967231046,-3.520504666844247,3.695422096350481,-4.060622239019722,5.084860571803813,-5.547563592825297,6.657258408191876,-4.69748810162911,6.0535753668271575,-3.237307901107348,5.46308599401721,-2.709264556469442,4.709271989675472,-3.4979848078646683,5.16392674518271,-3.545063539667509,6.010558049986918,-4.8169431686908135,6.799792465931124,-4.97852762698742,6.654824352710261,-5.199519521832045,33.16475442459149,32.18231241303316,32.80787602969622,32.18177291395936,32.92694151772482,32.15763692665516,33.11061477304945,32.081315603553925,32.723234414651614,31.96208098952209,33.37532849708212,32.07924424347432,32.50726488533243,31.99409183546677,33.252677186596046,32.2443122841119
GONU,01-06-2007 21:00,15.1,68.0,20070601210000,0.5160623910158528,-0.7071067811865477,-0.165287689242059,-11.01070492036881,-12.166540656551238,-7.072721235233582,-11.067115736156238,-0.5135681020412366,-6.404684783300408,2.0882962082551377,-5.285170429093778,2.7017666540972347,-7.078713714271053,3.110220822321336,-6.390393672476455,1.0240683269650783,-6.165234051700406,1.3106046872156556,-5.314609950467482,-0.0218343915598046,-5.789069472151177,-1.5200784100564864,-2.796484817055524,-1.7904667240875771,-1.8981248091854523,-0.3855808165052163,-4.537455785740659,2.006763462748854,-5.365088515949025,2.5840390057986453,-6.105333605180176,0.2169069207580846,-7.215532035491713,-1.83851749442766,-7.195169118208371,33.8886079556372,32.491721542145115,33.780454156540635,32.284556588431094,33.3651468682351,32.24569911092485,33.275215604710034,32.17563830552091,33.23100970172355,32.21852182948451,33.568264646550375,32.195892359667795,33.24994006658944,32.26022681188296,33.17706996969068,32.239017125352525
GONU,02-06-2007 00:00,15.1,67.9,20070602000000,0.5012418134457758,0.0,-0.190055048417443,5.137922297550153,-6.637025105802318,4.777655445477542,-7.701023093391867,4.636929693878914,-8.027077152025722,4.798281169821469,-8.427700356813148,4.138292373898275,-7.886942915455413,3.898401219297713,-7.572487357422686,3.1871432044826835,-8.2929184613466,1.114178275683274,-8.795581969489222,-4.388172765698614,-8.151719973057132,-3.4308983865358376,-7.968584571165197,-3.221780950148246,-8.893889649237241,-5.2961909395074445,-11.626672859148432,-6.189380521202468,-11.478470875171938,-8.482247293156545,-12.014492623754249,-10.160971589440566,-11.733658820926566,-10.101857926521612,-10.786725619515217,33.87910069666475,32.49086387895375,33.71512439926321,32.42411131449943,33.60051655173738,32.31718635817048,33.159994898497594,32.34857206037117,33.278583252486484,32.367613884795624,33.476572102931755,32.340479104676035,33.31815098027526,32.32975143234237,33.674034099606146,32.37810601706962
GONU,02-06-2007 03:00,15.0,67.5,20070602030000,0.5012418134457758,0.7071067811865476,-0.2147496581398609,5.119910931730845,-4.419799208641052,5.786197965173419,-4.109694903632896,6.4116130259551625,-4.087414317768112,6.244820260698249,-4.89622740205469,5.2224777533149815,-4.856380487874867,4.869043731222054,-4.779454605339875,4.888859001574171,-5.789971077524872,4.995175847374433,-5.610452844831491,7.111084007355104,-1.539044800416443,7.495598642052321,-2.128088202288173,7.309774922938482,-2.567366545657233,6.383189912010236,-3.402555838791306,5.684617706073478,-4.226674582098018,5.558615260536708,-5.601345916316096,5.409583365726348,-6.5074061860092725,5.7395028274875255,-4.259314634782167,33.654807722867204,32.453738849487934,33.77186370919325,32.40853258290362,33.79598449230003,32.39514917850598,33.63024263730469,32.37098253226178,33.34673117293594,32.32687726339036,33.12067094988411,32.28714570025054,32.70443445923214,32.229685631324294,32.64477345475659,32.28158742466571
GONU,02-06-2007 06:00,15.0,67.2,20070602060000,0.5012418134457758,1.0,-0.2393551814302529,-3.601490590945784,-4.018193529312869,-4.608024351795515,-4.75345643957456,-4.517352467606599,-5.024794721557631,-3.631219821168769,-5.464684108325414,-2.186414821147918,-5.467420833706856,-1.74147317752218,-4.751908819264146,-1.6464198018827296,-4.851349292962894,-0.1983492294899966,-4.644575872223911,1.546799059422176,-4.962070343006088,1.4434250403489892,-4.516868005692959,1.8753945466210071,-4.301969564664615,2.651772148817523,-4.7661957484270845,1.6311969923664582,-5.290002873473697,2.047759512743774,-4.60504430612012,1.6335884633373434,-4.520752290399667,0.7386759035614294,-3.866754582924687,33.719159493001605,32.308560304985896,33.61149317654316,32.32630240588368,33.63061847763625,32.43882354879607,33.746186548229794,32.346000024842986,33.593074776680005,32.30058351807091,33.53195894714769,32.35743290607225,33.104332134230084,32.282612739959205,32.18528042633928,32.17624440237167
GONU,02-06-2007 09:00,15.1,67.1,20070602090000,0.5012418134457758,0.7071067811865476,-0.2638551754204473,-7.665137433657681,-14.494594935953184,-8.638020721163068,-16.006101006099154,-8.434071062150016,-15.685883538272728,-6.067027604704839,-14.845080154939646,-5.553359420682775,-15.836417968456562,-4.731512191796704,-15.89653466179615,-4.561356502361633,-14.431203021816048,-3.928276981349896,-14.545059533933832,7.132966060708039,-2.4312140747469706,6.352157764690263,-1.928320335894823,5.190650946940021,-1.2175294416697102,4.211834528054752,-1.4901741799208936,3.711392150545328,-1.6037688024384846,2.913819064224056,-2.029710339689554,2.13467719814314,-0.7067847426154487,1.7065531538923011,0.699769861619233,33.6653048798926,32.263728052528734,33.824632963291144,32.34830612988524,33.90237921427897,32.34069500272273,33.89037387648655,32.308938878553285,33.81517797614873,32.32861287921584,33.8022922181268,32.32849592155861,33.46499615986879,32.29025466678225,33.318060381007605,32.3194211507925
GONU,02-06-2007 12:00,15.2,67.1,20070602120000,0.5012418134457758,-3.216245299353273e-16,-0.2882331043837245,-8.965694360172048,-9.84009106018964,-9.135780136981516,-9.04497538990156,-8.572373127967873,-10.519767792853177,-8.35436688500713,-11.016202559351743,-9.846617630035125,-10.624628494060346,-10.211106227882508,-10.517886919697023,-11.020992488310696,-10.859457598267207,-10.197526897809947,-9.12314775036729,9.948010091220633,1.2706588390995477,10.06501651947115,2.0344050208037485,8.627042898206108,1.881433967365412,8.025190521964312,0.5272915240624764,8.11488362369934,-0.4838702970124129,9.013498387746438,-1.0364698372130714,8.09642877113545,-1.267778382494006,7.314745458897264,-1.192021303627424,33.83034956141768,32.233253804093856,33.79559027170408,32.254708261841614,33.967398775439854,32.280229068009824,33.85189165059433,32.30237785533843,33.941009053409324,32.31364085843241,33.588500265945946,32.27750614115256,33.591828885216565,32.276052179485376,33.90334715129183,32.32630810442737
GONU,02-06-2007 15:00,15.2,67.1,20070602150000,0.5012418134457758,-0.7071067811865475,-0.3124723529263453,6.051389371647554,-2.13136844352326,5.726525649062944,-4.542731327611232,6.495594688943127,-4.914137834283226,4.748850883998317,-5.376514571053641,3.3849799918720205,-4.621438953146245,2.1730991822536243,-4.3518659374809,0.3194932826208821,-4.830452999495968,1.2968467810689268,-5.606093211312394,3.0421156813116634,3.660948307856041,4.612298960256966,2.9965512116467554,5.907615359957098,2.146625421076597,6.482333721222688,0.4021983249291272,5.924944905727237,1.3255298262786344,6.859900788444156,0.7436401234098114,7.453046943870597,0.510137456381532,8.519493360020544,2.181269245850145,33.93667674069645,32.27897400500091,33.93354435950557,32.27854065277939,33.86572613649172,32.27388348010306,33.527402445671704,32.33517841706786,33.00814826413682,32.30200404831204,33.53452700964363,32.32231656220763,34.04753046804294,32.33938408617362,33.854245418668235,32.35031176099292
GONU,02-06-2007 18:00,15.3,67.1,20070602180000,0.5012418134457758,-1.0,-0.3365562392912008,3.501153150019014,-3.058954848331355,3.422084793939509,-3.416280642408652,2.2823093890664468,-3.718113264236334,2.406443296755488,-2.668185634400691,1.4336472947496537,-3.955775578849812,0.6830308181329388,-4.623284267555055,1.8444326310774213,-3.19355905602666,1.8483572283702436,-2.263807788262595,-4.243532317823598,-5.041170497236418,-4.235222444079365,-5.787442790925729,-3.8794578574133833,-5.385741297056189,-2.437049490426927,-2.517235893190405,-2.9392024440309186,-3.590658651413447,-2.208250159386204,-4.593374806851761,-0.9834310060402884,-2.428447260882948,0.1667840486562891,-1.244299484814617,33.90767018184112,32.32910594082022,33.95135995956596,32.365455853860624,33.65937951953925,32.391174374940114,33.19467630599439,32.37467348892874,32.939465471810976,32.40343187727568,33.731677715198806,32.46048356810241,33.998364693341365,32.415151296407764,33.76378156452333,32.428551067439976
GONU,02-06-2007 21:00,15.4,66.9,20070602210000,0.5012418134457758,-0.7071067811865477,-0.360468028726904,12.574363276537728,2.4444552302360534,10.904873084556009,1.625449269530682,8.501450538758673,-0.5807577864456225,7.015289805389132,-0.4484632812856723,5.011118936097751,-2.5918962793372096,4.849118058474343,-1.78658075575853,0.426129518843417,-3.569017262432462,0.8362814051517476,-2.092569121856082,-0.1819832635933862,-3.8226847045561847,4.664873688169285,2.572096069212942,9.353277448169711,7.133234219362096,9.402318559537257,8.416565052394873,7.581295298403044,6.980610565099148,6.832197460298562,10.107277540846193,1.778809476538589,9.204481147821268,-1.1736525971798644,10.939638710732464,33.87816910750381,32.65285934087317,33.79086758409572,32.59647884764667,33.4060049605735,32.55123363670889,33.56655265931833,32.53839269340487,33.77415582946726,32.49578815231074,33.86942326673753,32.50738997055923,33.61030624509689,32.51968794053902,33.294888313723106,32.55520556337192
GONU,03-06-2007 00:00,15.8,67.0,20070603000000,0.4862727071086899,0.0,-0.3841909468758948,-0.8831731297688771,-16.21531310866151,2.321517196701376,-19.764296630917467,2.1469995958194725,-18.125051608740115,-1.260803391202587,-13.23102590197829,-3.542158771774233,-7.146370612847191,-3.920886232137039,-6.78436077276244,-3.911892968126286,-5.7125772547349705,-4.838571076546183,-7.082117323223033,8.65403225144395,16.4802187062517,6.457999709712313,15.952143908757243,3.470554869872171,16.84921878891833,0.285242045719316,18.831734525579726,-1.8952672954217515,20.935828431162257,-5.421980481206875,16.9456384304809,-4.230370152882521,20.069850866892786,-3.4513225495704587,17.297298704872432,33.865155707533724,32.83098066230429,33.893642708425226,32.813791607450696,33.74510013318096,32.79548732285747,33.58474125995795,32.758220891758995,33.79969563144089,32.75453283863029,33.654483507895144,32.69844436955928,33.46365580255844,32.71639247933033,33.184533848122015,32.70890571367209
GONU,03-06-2007 03:00,16.0,67.1,20070603030000,0.4862727071086899,0.7071067811865476,-0.4077081931378783,0.3796890745011513,-1.0098281669142168,0.5738856809112319,-2.01902118274038,-0.4149292665090537,-2.393205521516298,-2.4663953343497247,-2.887353022238204,-2.4359121373112105,-3.946926431782389,-1.7673729656356347,-3.4392864963551983,-1.913787294684044,-3.4694507168708197,-2.021220100289947,-2.397778521439994,5.694783823830741,20.11665213675726,6.804926161180463,19.676102072174785,7.809942467399416,19.02754652217872,9.04237525125014,17.260789766812294,9.37459021939896,15.873610897991393,8.797338374358757,14.393123905242732,8.02101792029983,14.066800342583008,8.056783403605731,13.77438933556646,33.9301324451454,32.883678299432894,33.88782335528676,32.90668139800507,33.72139988482634,32.88908642942983,33.744703022478234,32.868368378059,33.589127702796695,32.820467303581744,33.37884547238164,32.70814674838384,33.23769474844826,32.682509679254224,33.17342736291931,32.69854682751952
GONU,03-06-2007 06:00,16.5,67.1,20070603060000,0.4862727071086899,1.0,-0.4310029539663138,-2.461475126934748,-1.9128240997338817,-2.046774212812999,-2.4601448973913307,-2.229972499405857,-2.9076361195610305,-2.117560488830674,-3.809217819199103,-1.90237629757769,-6.173758186951841,-3.7970809694776713,-7.03301837878731,-3.776393646923722,-6.440375917311243,-4.7479152914591225,-5.627503345412015,3.513235940577557,20.275470963359748,3.1552681282935278,18.685368607665183,3.859720529522536,18.030501227528937,5.566790351664977,19.893894716285832,6.93155548968168,21.41767124931552,6.026723599103376,19.25238983334663,5.519639890252602,23.00051583269877,3.6217092914805415,21.97113314662339,33.87952601425538,32.9473474829752,33.71665841898912,32.974298599958026,33.66542762969322,33.00091455610497,33.63540596001846,33.003125637862226,33.54313440702601,32.98147099097082,33.33950195145436,32.896791352632086,33.18851708843771,32.88349153669093,33.000244120231855,32.847092947449546
GONU,03-06-2007 09:00,16.9,66.9,20070603090000,0.4862727071086899,0.7071067811865476,-0.4540584160577144,3.0142932478675104,-14.573729838233396,-0.0050435348670371,-11.71100978537358,-0.9724309673511748,-8.60124298334028,-1.4365997008117064,-9.932561663220088,-1.5776610223959575,-6.561609394248962,-1.624603634988805,-7.039271174338509,0.4851293048603051,-5.225407064160097,0.4042265559387742,-2.662202939124284,7.057451981377889,43.87369309850486,5.716016899380972,39.82237667960917,4.358145206129091,35.8644294898782,3.05833248295095,32.95134326660669,0.5323049419980626,29.54696638229665,-0.2093233462503109,28.829109550140064,-0.950619979041868,26.962226929318888,-1.3202277678357617,24.79013919973689,33.99835071734997,33.16535781836676,33.958630261387285,33.17745778554295,33.90571327685546,33.18143237539717,33.83631993473376,33.19023050798634,33.76703889771844,33.13883982229612,33.619544502137614,33.11091144528236,33.54043330750513,33.067729437248815,33.34537270831064,33.07302552200551
GONU,03-06-2007 12:00,17.5,66.7,20070603120000,0.4862727071086899,-3.216245299353273e-16,-0.47685777939829,-2.161718025271381,-7.8119455845583055,-3.8384147643854343,-6.691857942769045,-4.897183126217338,-5.527897613413352,-3.773605748657689,-5.785817396111145,-3.596227430366393,-4.56212985038563,-3.512212991475565,-5.22018600871322,-3.9198993520006327,-5.09431752634299,-3.960196361392256,-4.707759621040669,-2.180875128489874,15.603913415045966,-2.023040684494131,14.252179928972753,-1.9401238912931105,13.299892715481391,-2.5139517518225403,13.221604274060414,-3.059224482457754,15.40027932312906,-2.1988178168331896,16.65379231650451,-2.212853839688848,18.714379821268132,-3.088990067344763,20.1713990999616,33.79996508233827,33.23760495623142,33.96953505897918,33.254129330949404,33.981670509511815,33.264759349650724,33.979097687871494,33.25169837772309,33.84379275791407,33.23004275975975,33.63833730874522,33.20201750184991,33.543848983553744,33.175017448696195,33.35399105724976,33.178230177415635
GONU,03-06-2007 15:00,17.6,66.5,20070603150000,0.4862727071086899,-0.7071067811865475,-0.4993842701331001,3.0629195399858333,-1.922203737718088,2.196995141468375,-2.514328969411211,1.2389424072612416,-2.9376289151507344,-0.3153736634287158,-3.608353316658439,-1.0836280275621422,-2.535836646374132,-3.164595092791738,-1.8852976637685672,-3.423854339849997,-1.9126466531341613,-4.11375854531806,-1.9106150584897172,-7.34557993500321,7.853289107923154,-6.721114210053986,8.753345846740249,-6.85786565693942,9.495771936608309,-7.33161313712457,10.496816184906034,-6.428393966012881,11.07225885220632,-6.004775237721018,13.99505885771811,-4.103395031386574,14.941600609618616,-2.550667698108253,18.0130927467429,33.653640295869515,33.20182293757996,33.56944304852933,33.23296737186688,33.8293045761388,33.240613663639905,33.8887228815654,33.25319045147447,33.74303143007111,33.23960368912391,33.50450855800583,33.23844710859358,33.29034448454631,33.21634639681939,33.20289142599049,33.24761729395261
GONU,03-06-2007 18:00,18.0,66.1,20070603180000,0.4862727071086899,-1.0,-0.521621153229154,-4.068474239263779,-10.190788321005993,-3.463550805089337,-6.21719684900622,-3.674197297771744,-3.952856514541888,-4.993821197822431,-5.0218811164948365,-6.413363744451322,-4.623703284960237,-6.404724302426636,-4.206930699058322,-5.972703146158609,-3.074565200657708,-5.8174562121253794,-3.020588621213616,-17.128739320314846,5.282800892988841,-16.192355665325763,7.472169080898387,-15.625975892722952,9.534054388659998,-14.172497858692882,10.317138009984182,-13.017698526580082,12.686035570046004,-12.33949413664414,15.73896689074764,-10.91361568908074,17.272705944877572,-9.08365794667896,16.896781164404207,33.72889727816703,33.3622815292477,33.583846935463384,33.38284655081999,33.65711509064444,33.37049454419527,33.55219732770199,33.3905520019046,33.46204157310649,33.38899425448449,33.36888502224962,33.39244386848352,33.30058721078535,33.4111494272235,33.291375391880415,33.39905224585287
GONU,03-06-2007 21:00,18.1,65.9,20070603210000,0.4862727071086899,-0.7071067811865477,-0.5435517449060112,-4.8674912129991625,-6.413682440352952,-2.6716116349450325,-5.548504733413799,-2.009981885316168,-5.529728684811361,-1.1578153057893212,-5.303610950084864,-1.901702184404712,-4.5404636299931065,-2.216380803492168,-4.775194150378806,-3.17123160420266,-4.613322676249463,-3.6292584075730505,-3.458133303404032,-19.162390082891733,20.482713014801583,-16.825965807567695,20.137982798852345,-14.43385775806458,20.716571117804303,-13.29639540146748,20.07479487853153,-13.539351284697458,18.57519454144554,-11.761976090522513,17.912504696828297,-10.59873321787469,15.422947638855444,-8.746048350083454,14.900469193989045,33.551275951908934,33.638004232026745,33.50126499637377,33.59051660672452,33.34871236543522,33.555105636191406,33.28702609173911,33.5329565284252,33.219231813643155,33.53705370594936,33.369475921287105,33.54557855427408,33.21714598183117,33.53606488490206,33.26324902136298,33.527892692704214
